year,month,gender,age,ICD10,death
2010,3,F,67,200,310
2010,3,F,68,200,2
2010,3,F,69,200,0
2010,3,F,70,200,1535
2010,3,F,71,200,583
2010,3,F,72,200,0
2010,3,F,73,200,49
2010,3,F,74,200,95
2010,3,F,75,200,26
2010,3,F,76,200,7353
2010,3,F,77,200,22480
2010,3,F,78,200,800
2010,3,F,79,200,2207
2010,3,F,80,200,434
2010,3,F,81,200,659
2010,3,F,82,200,5805
2010,3,F,83,200,42142
2010,3,F,84,200,2991
2010,3,F,85,200,2287
2010,3,M,65,200,6055
2010,3,M,66,200,2128
2010,3,M,67,200,1687
2010,3,M,68,200,1433
2010,3,M,69,200,66
2010,3,M,70,200,234
2010,3,M,71,200,772
2010,3,M,72,200,2757
2010,3,M,73,200,872
2010,3,M,74,200,34
2010,3,M,75,200,5
2010,3,M,76,200,0
2010,3,M,77,200,82
2010,3,M,78,200,10174
2010,3,M,79,200,7132
2010,3,M,80,200,1852
2010,3,M,81,200,239
2010,3,M,82,200,6
2010,3,M,83,200,20
2010,3,M,84,200,90
2010,3,M,85,200,572
2010,4,F,65,200,1
2010,4,F,66,200,493
2010,4,F,67,200,299
2010,4,F,68,200,4
2010,4,F,69,200,0
2010,4,F,70,200,1410
2010,4,F,71,200,550
2010,4,F,72,200,2
2010,4,F,73,200,38
2010,4,F,74,200,83
2010,4,F,75,200,28
2010,4,F,76,200,7006
2010,4,F,77,200,21407
2010,4,F,78,200,712
2010,4,F,79,200,2168
2010,4,F,80,200,395
2010,4,F,81,200,571
2010,4,F,82,200,5163
2010,4,F,83,200,38287
2010,4,F,84,200,2642
2010,4,F,85,200,1962
2010,4,M,65,200,5124
2010,4,M,66,200,1900
2010,4,M,67,200,1446
2010,4,M,68,200,1243
2010,4,M,69,200,64
2010,4,M,70,200,211
2010,4,M,71,200,664
2010,4,M,72,200,2469
2010,4,M,73,200,813
2010,4,M,74,200,48
2010,4,M,75,200,5
2010,4,M,76,200,0
2010,4,M,77,200,58
2010,4,M,78,200,9231
2010,4,M,79,200,6509
2010,4,M,80,200,1843
2010,4,M,81,200,221
2010,4,M,82,200,4
2010,4,M,83,200,20
2010,4,M,84,200,81
2010,4,M,85,200,588
2010,5,F,65,200,2
2010,5,F,66,200,445
2010,5,F,67,200,267
2010,5,F,68,200,5
2010,5,F,69,200,0
2010,5,F,70,200,1396
2010,5,F,71,200,509
2010,5,F,72,200,0
2010,5,F,73,200,40
2010,5,F,74,200,93
2010,5,F,75,200,18
2010,5,F,76,200,7268
2010,5,F,77,200,22018
2010,5,F,78,200,721
2010,5,F,79,200,2094
2010,5,F,80,200,370
2010,5,F,81,200,605
2010,5,F,82,200,5133
2010,5,F,83,200,38300
2010,5,F,84,200,2454
2010,5,F,85,200,1836
2010,5,M,65,200,5057
2010,5,M,66,200,1846
2010,5,M,67,200,1474
2010,5,M,68,200,1285
2010,5,M,69,200,53
2010,5,M,70,200,185
2010,5,M,71,200,712
2010,5,M,72,200,2447
2010,5,M,73,200,854
2010,5,M,74,200,37
2010,5,M,75,200,7
2010,5,M,76,200,0
2010,5,M,77,200,65
2010,5,M,78,200,8958
2010,5,M,79,200,6526
2010,5,M,80,200,1831
2010,5,M,81,200,240
2010,5,M,82,200,6
2010,5,M,83,200,23
2010,5,M,84,200,77
2010,5,M,85,200,540
2010,6,F,65,200,0
2010,6,F,66,200,419
2010,6,F,67,200,265
2010,6,F,68,200,2
2010,6,F,69,200,0
2010,6,F,70,200,1301
2010,6,F,71,200,469
2010,6,F,72,200,0
2010,6,F,73,200,40
2010,6,F,74,200,113
2010,6,F,75,200,22
2010,6,F,76,200,6898
2010,6,F,77,200,21110
2010,6,F,78,200,724
2010,6,F,79,200,2029
2010,6,F,80,200,381
2010,6,F,81,200,522
2010,6,F,82,200,4651
2010,6,F,83,200,35843
2010,6,F,84,200,2237
2010,6,F,85,200,1705
2010,6,M,65,200,4498
2010,6,M,66,200,1642
2010,6,M,67,200,1359
2010,6,M,68,200,1143
2010,6,M,69,200,53
2010,6,M,70,200,176
2010,6,M,71,200,630
2010,6,M,72,200,2312
2010,6,M,73,200,748
2010,6,M,74,200,23
2010,6,M,75,200,4
2010,6,M,76,200,1
2010,6,M,77,200,65
2010,6,M,78,200,8566
2010,6,M,79,200,6098
2010,6,M,80,200,1773
2010,6,M,81,200,224
2010,6,M,82,200,8
2010,6,M,83,200,19
2010,6,M,84,200,81
2010,6,M,85,200,497
2010,7,F,65,200,1
2010,7,F,66,200,436
2010,7,F,67,200,232
2010,7,F,68,200,8
2010,7,F,69,200,0
2010,7,F,70,200,1337
2010,7,F,71,200,488
2010,7,F,72,200,1
2010,7,F,73,200,44
2010,7,F,74,200,90
2010,7,F,75,200,21
2010,7,F,76,200,7263
2010,7,F,77,200,22025
2010,7,F,78,200,738
2010,7,F,79,200,2028
2010,7,F,80,200,387
2010,7,F,81,200,514
2010,7,F,82,200,4780
2010,7,F,83,200,36464
2010,7,F,84,200,2255
2010,7,F,85,200,1704
2010,7,M,65,200,4581
2010,7,M,66,200,1636
2010,7,M,67,200,1381
2010,7,M,68,200,1223
2010,7,M,69,200,56
2010,7,M,70,200,197
2010,7,M,71,200,661
2010,7,M,72,200,2346
2010,7,M,73,200,754
2010,7,M,74,200,35
2010,7,M,75,200,7
2010,7,M,76,200,0
2010,7,M,77,200,53
2010,7,M,78,200,8846
2010,7,M,79,200,6506
2010,7,M,80,200,1851
2010,7,M,81,200,281
2010,7,M,82,200,8
2010,7,M,83,200,15
2010,7,M,84,200,87
2010,7,M,85,200,521
2010,8,F,65,200,4
2010,8,F,66,200,395
2010,8,F,67,200,265
2010,8,F,68,200,4
2010,8,F,69,200,0
2010,8,F,70,200,1296
2010,8,F,71,200,463
2010,8,F,72,200,0
2010,8,F,73,200,43
2010,8,F,74,200,91
2010,8,F,75,200,18
2010,8,F,76,200,7272
2010,8,F,77,200,22049
2010,8,F,78,200,726
2010,8,F,79,200,1979
2010,8,F,80,200,316
2010,8,F,81,200,560
2010,8,F,82,200,4892
2010,8,F,83,200,35691
2010,8,F,84,200,2194
2010,8,F,85,200,1544
2010,8,M,65,200,4316
2010,8,M,66,200,1610
2010,8,M,67,200,1345
2010,8,M,68,200,1191
2010,8,M,69,200,66
2010,8,M,70,200,186
2010,8,M,71,200,673
2010,8,M,72,200,2395
2010,8,M,73,200,786
2010,8,M,74,200,37
2010,8,M,75,200,6
2010,8,M,76,200,0
2010,8,M,77,200,61
2010,8,M,78,200,9005
2010,8,M,79,200,6477
2010,8,M,80,200,1879
2010,8,M,81,200,277
2010,8,M,82,200,3
2010,8,M,83,200,20
2010,8,M,84,200,80
2010,8,M,85,200,509
2010,9,F,65,200,3
2010,9,F,66,200,379
2010,9,F,67,200,213
2010,9,F,68,200,2
2010,9,F,69,200,1
2010,9,F,70,200,1346
2010,9,F,71,200,477
2010,9,F,72,200,1
2010,9,F,73,200,24
2010,9,F,74,200,81
2010,9,F,75,200,24
2010,9,F,76,200,6925
2010,9,F,77,200,21385
2010,9,F,78,200,766
2010,9,F,79,200,1909
2010,9,F,80,200,367
2010,9,F,81,200,556
2010,9,F,82,200,5049
2010,9,F,83,200,35772
2010,9,F,84,200,2207
2010,9,F,85,200,1664
2010,9,M,65,200,4301
2010,9,M,66,200,1587
2010,9,M,67,200,1336
2010,9,M,68,200,1202
2010,9,M,69,200,62
2010,9,M,70,200,179
2010,9,M,71,200,690
2010,9,M,72,200,2268
2010,9,M,73,200,765
2010,9,M,74,200,37
2010,9,M,75,200,2
2010,9,M,76,200,0
2010,9,M,77,200,72
2010,9,M,78,200,9049
2010,9,M,79,200,6391
2010,9,M,80,200,1841
2010,9,M,81,200,237
2010,9,M,82,200,6
2010,9,M,83,200,24
2010,9,M,84,200,93
2010,9,M,85,200,440
2010,10,F,65,200,2
2010,10,F,66,200,433
2010,10,F,67,200,242
2010,10,F,68,200,7
2010,10,F,69,200,2
2010,10,F,70,200,1424
2010,10,F,71,200,528
2010,10,F,72,200,0
2010,10,F,73,200,41
2010,10,F,74,200,101
2010,10,F,75,200,25
2010,10,F,76,200,7338
2010,10,F,77,200,22124
2010,10,F,78,200,815
2010,10,F,79,200,2102
2010,10,F,80,200,370
2010,10,F,81,200,711
2010,10,F,82,200,5605
2010,10,F,83,200,38805
2010,10,F,84,200,2453
2010,10,F,85,200,1834
2010,10,M,65,200,4720
2010,10,M,66,200,1772
2010,10,M,67,200,1456
2010,10,M,68,200,1308
2010,10,M,69,200,59
2010,10,M,70,200,195
2010,10,M,71,200,729
2010,10,M,72,200,2473
2010,10,M,73,200,795
2010,10,M,74,200,47
2010,10,M,75,200,1
2010,10,M,76,200,0
2010,10,M,77,200,65
2010,10,M,78,200,9747
2010,10,M,79,200,6877
2010,10,M,80,200,1983
2010,10,M,81,200,249
2010,10,M,82,200,6
2010,10,M,83,200,22
2010,10,M,84,200,78
2010,10,M,85,200,494
2010,11,F,65,200,1
2010,11,F,66,200,455
2010,11,F,67,200,253
2010,11,F,68,200,6
2010,11,F,69,200,0
2010,11,F,70,200,1518
2010,11,F,71,200,534
2010,11,F,72,200,2
2010,11,F,73,200,44
2010,11,F,74,200,111
2010,11,F,75,200,21
2010,11,F,76,200,7391
2010,11,F,77,200,21488
2010,11,F,78,200,704
2010,11,F,79,200,2136
2010,11,F,80,200,397
2010,11,F,81,200,667
2010,11,F,82,200,5743
2010,11,F,83,200,38756
2010,11,F,84,200,2528
2010,11,F,85,200,1962
2010,11,M,65,200,4762
2010,11,M,66,200,1648
2010,11,M,67,200,1442
2010,11,M,68,200,1270
2010,11,M,69,200,60
2010,11,M,70,200,166
2010,11,M,71,200,733
2010,11,M,72,200,2529
2010,11,M,73,200,861
2010,11,M,74,200,42
2010,11,M,75,200,3
2010,11,M,76,200,0
2010,11,M,77,200,73
2010,11,M,78,200,10129
2010,11,M,79,200,7137
2010,11,M,80,200,1936
2010,11,M,81,200,238
2010,11,M,82,200,5
2010,11,M,83,200,29
2010,11,M,84,200,107
2010,11,M,85,200,532
2010,12,F,65,200,0
2010,12,F,66,200,485
2010,12,F,67,200,302
2010,12,F,68,200,7
2010,12,F,69,200,1
2010,12,F,70,200,1685
2010,12,F,71,200,577
2010,12,F,72,200,0
2010,12,F,73,200,44
2010,12,F,74,200,102
2010,12,F,75,200,25
2010,12,F,76,200,7537
2010,12,F,77,200,22761
2010,12,F,78,200,777
2010,12,F,79,200,2347
2010,12,F,80,200,407
2010,12,F,81,200,702
2010,12,F,82,200,6483
2010,12,F,83,200,43029
2010,12,F,84,200,2965
2010,12,F,85,200,2309
2010,12,M,65,200,5522
2010,12,M,66,200,1997
2010,12,M,67,200,1682
2010,12,M,68,200,1413
2010,12,M,69,200,81
2010,12,M,70,200,236
2010,12,M,71,200,724
2010,12,M,72,200,2682
2010,12,M,73,200,869
2010,12,M,74,200,47
2010,12,M,75,200,1
2010,12,M,76,200,0
2010,12,M,77,200,82
2010,12,M,78,200,11457
2010,12,M,79,200,7754
2010,12,M,80,200,2006
2010,12,M,81,200,222
2010,12,M,82,200,10
2010,12,M,83,200,19
2010,12,M,84,200,89
2010,12,M,85,200,565
2011,1,F,65,200,0
2011,1,F,66,200,562
2011,1,F,67,200,348
2011,1,F,68,200,4
2011,1,F,69,200,2
2011,1,F,70,200,1707
2011,1,F,71,200,617
2011,1,F,72,200,2
2011,1,F,73,200,50
2011,1,F,74,200,106
2011,1,F,75,200,30
2011,1,F,76,200,7711
2011,1,F,77,200,22690
2011,1,F,78,200,750
2011,1,F,79,200,2519
2011,1,F,80,200,476
2011,1,F,81,200,764
2011,1,F,82,200,6679
2011,1,F,83,200,44624
2011,1,F,84,200,3415
2011,1,F,85,200,2795
2011,1,M,65,200,6137
2011,1,M,66,200,2159
2011,1,M,67,200,1911
2011,1,M,68,200,1422
2011,1,M,69,200,67
2011,1,M,70,200,217
2011,1,M,71,200,827
2011,1,M,72,200,2671
2011,1,M,73,200,867
2011,1,M,74,200,56
2011,1,M,75,200,1
2011,1,M,76,200,0
2011,1,M,77,200,100
2011,1,M,78,200,12014
2011,1,M,79,200,7882
2011,1,M,80,200,2039
2011,1,M,81,200,260
2011,1,M,82,200,12
2011,1,M,83,200,23
2011,1,M,84,200,113
2011,1,M,85,200,636
2011,2,F,65,200,6
2011,2,F,66,200,537
2011,2,F,67,200,294
2011,2,F,68,200,5
2011,2,F,69,200,2
2011,2,F,70,200,1552
2011,2,F,71,200,582
2011,2,F,72,200,0
2011,2,F,73,200,44
2011,2,F,74,200,111
2011,2,F,75,200,35
2011,2,F,76,200,6836
2011,2,F,77,200,20323
2011,2,F,78,200,732
2011,2,F,79,200,2374
2011,2,F,80,200,465
2011,2,F,81,200,660
2011,2,F,82,200,5934
2011,2,F,83,200,39993
2011,2,F,84,200,3122
2011,2,F,85,200,2590
2011,2,M,65,200,5730
2011,2,M,66,200,2023
2011,2,M,67,200,1720
2011,2,M,68,200,1403
2011,2,M,69,200,51
2011,2,M,70,200,213
2011,2,M,71,200,759
2011,2,M,72,200,2409
2011,2,M,73,200,736
2011,2,M,74,200,35
2011,2,M,75,200,2
2011,2,M,76,200,0
2011,2,M,77,200,68
2011,2,M,78,200,10684
2011,2,M,79,200,7167
2011,2,M,80,200,1806
2011,2,M,81,200,186
2011,2,M,82,200,5
2011,2,M,83,200,16
2011,2,M,84,200,86
2011,2,M,85,200,604
2011,3,F,65,200,0
2011,3,F,66,200,553
2011,3,F,67,200,348
2011,3,F,68,200,3
2011,3,F,69,200,3
2011,3,F,70,200,1592
2011,3,F,71,200,590
2011,3,F,72,200,0
2011,3,F,73,200,54
2011,3,F,74,200,102
2011,3,F,75,200,24
2011,3,F,76,200,7396
2011,3,F,77,200,22286
2011,3,F,78,200,791
2011,3,F,79,200,2445
2011,3,F,80,200,434
2011,3,F,81,200,734
2011,3,F,82,200,6000
2011,3,F,83,200,41803
2011,3,F,84,200,3258
2011,3,F,85,200,2538
2011,3,M,65,200,6178
2011,3,M,66,200,2243
2011,3,M,67,200,1812
2011,3,M,68,200,1500
2011,3,M,69,200,68
2011,3,M,70,200,214
2011,3,M,71,200,761
2011,3,M,72,200,2540
2011,3,M,73,200,841
2011,3,M,74,200,46
2011,3,M,75,200,4
2011,3,M,76,200,1
2011,3,M,77,200,90
2011,3,M,78,200,11248
2011,3,M,79,200,7674
2011,3,M,80,200,1896
2011,3,M,81,200,243
2011,3,M,82,200,11
2011,3,M,83,200,20
2011,3,M,84,200,89
2011,3,M,85,200,667
2011,4,F,65,200,1
2011,4,F,66,200,514
2011,4,F,67,200,308
2011,4,F,68,200,3
2011,4,F,69,200,1
2011,4,F,70,200,1458
2011,4,F,71,200,514
2011,4,F,72,200,1
2011,4,F,73,200,50
2011,4,F,74,200,106
2011,4,F,75,200,27
2011,4,F,76,200,7003
2011,4,F,77,200,21123
2011,4,F,78,200,738
2011,4,F,79,200,2256
2011,4,F,80,200,472
2011,4,F,81,200,641
2011,4,F,82,200,5457
2011,4,F,83,200,38791
2011,4,F,84,200,2573
2011,4,F,85,200,2107
2011,4,M,65,200,5598
2011,4,M,66,200,1919
2011,4,M,67,200,1610
2011,4,M,68,200,1358
2011,4,M,69,200,63
2011,4,M,70,200,214
2011,4,M,71,200,710
2011,4,M,72,200,2274
2011,4,M,73,200,680
2011,4,M,74,200,42
2011,4,M,75,200,5
2011,4,M,76,200,0
2011,4,M,77,200,69
2011,4,M,78,200,10172
2011,4,M,79,200,7070
2011,4,M,80,200,1949
2011,4,M,81,200,247
2011,4,M,82,200,10
2011,4,M,83,200,27
2011,4,M,84,200,84
2011,4,M,85,200,614
2011,5,F,65,200,1
2011,5,F,66,200,497
2011,5,F,67,200,271
2011,5,F,68,200,3
2011,5,F,69,200,0
2011,5,F,70,200,1484
2011,5,F,71,200,560
2011,5,F,72,200,0
2011,5,F,73,200,35
2011,5,F,74,200,114
2011,5,F,75,200,26
2011,5,F,76,200,7182
2011,5,F,77,200,21802
2011,5,F,78,200,794
2011,5,F,79,200,2247
2011,5,F,80,200,413
2011,5,F,81,200,601
2011,5,F,82,200,5340
2011,5,F,83,200,38036
2011,5,F,84,200,2589
2011,5,F,85,200,2019
2011,5,M,65,200,5394
2011,5,M,66,200,1939
2011,5,M,67,200,1503
2011,5,M,68,200,1335
2011,5,M,69,200,46
2011,5,M,70,200,177
2011,5,M,71,200,726
2011,5,M,72,200,2206
2011,5,M,73,200,727
2011,5,M,74,200,34
2011,5,M,75,200,1
2011,5,M,76,200,0
2011,5,M,77,200,65
2011,5,M,78,200,10018
2011,5,M,79,200,7088
2011,5,M,80,200,1889
2011,5,M,81,200,270
2011,5,M,82,200,7
2011,5,M,83,200,20
2011,5,M,84,200,103
2011,5,M,85,200,598
2011,6,F,65,200,0
2011,6,F,66,200,475
2011,6,F,67,200,252
2011,6,F,68,200,2
2011,6,F,69,200,0
2011,6,F,70,200,1422
2011,6,F,71,200,508
2011,6,F,72,200,1
2011,6,F,73,200,40
2011,6,F,74,200,94
2011,6,F,75,200,21
2011,6,F,76,200,7060
2011,6,F,77,200,21029
2011,6,F,78,200,738
2011,6,F,79,200,2176
2011,6,F,80,200,366
2011,6,F,81,200,573
2011,6,F,82,200,4978
2011,6,F,83,200,35766
2011,6,F,84,200,2367
2011,6,F,85,200,1694
2011,6,M,65,200,4837
2011,6,M,66,200,1743
2011,6,M,67,200,1470
2011,6,M,68,200,1255
2011,6,M,69,200,74
2011,6,M,70,200,203
2011,6,M,71,200,684
2011,6,M,72,200,2115
2011,6,M,73,200,667
2011,6,M,74,200,39
2011,6,M,75,200,2
2011,6,M,76,200,0
2011,6,M,77,200,70
2011,6,M,78,200,9380
2011,6,M,79,200,6672
2011,6,M,80,200,1857
2011,6,M,81,200,293
2011,6,M,82,200,8
2011,6,M,83,200,15
2011,6,M,84,200,81
2011,6,M,85,200,551
2011,7,F,65,200,0
2011,7,F,66,200,409
2011,7,F,67,200,240
2011,7,F,68,200,6
2011,7,F,69,200,1
2011,7,F,70,200,1360
2011,7,F,71,200,534
2011,7,F,72,200,1
2011,7,F,73,200,55
2011,7,F,74,200,81
2011,7,F,75,200,17
2011,7,F,76,200,7236
2011,7,F,77,200,21822
2011,7,F,78,200,752
2011,7,F,79,200,2161
2011,7,F,80,200,401
2011,7,F,81,200,583
2011,7,F,82,200,4900
2011,7,F,83,200,36248
2011,7,F,84,200,2305
2011,7,F,85,200,1737
2011,7,M,65,200,4711
2011,7,M,66,200,1637
2011,7,M,67,200,1448
2011,7,M,68,200,1250
2011,7,M,69,200,63
2011,7,M,70,200,210
2011,7,M,71,200,689
2011,7,M,72,200,2140
2011,7,M,73,200,690
2011,7,M,74,200,45
2011,7,M,75,200,8
2011,7,M,76,200,0
2011,7,M,77,200,67
2011,7,M,78,200,9508
2011,7,M,79,200,6720
2011,7,M,80,200,2016
2011,7,M,81,200,278
2011,7,M,82,200,10
2011,7,M,83,200,21
2011,7,M,84,200,90
2011,7,M,85,200,509
2011,8,F,65,200,3
2011,8,F,66,200,440
2011,8,F,67,200,256
2011,8,F,68,200,5
2011,8,F,69,200,0
2011,8,F,70,200,1358
2011,8,F,71,200,501
2011,8,F,72,200,1
2011,8,F,73,200,42
2011,8,F,74,200,112
2011,8,F,75,200,18
2011,8,F,76,200,7209
2011,8,F,77,200,22171
2011,8,F,78,200,714
2011,8,F,79,200,2183
2011,8,F,80,200,375
2011,8,F,81,200,572
2011,8,F,82,200,4868
2011,8,F,83,200,35970
2011,8,F,84,200,2234
2011,8,F,85,200,1686
2011,8,M,65,200,4451
2011,8,M,66,200,1619
2011,8,M,67,200,1394
2011,8,M,68,200,1195
2011,8,M,69,200,67
2011,8,M,70,200,214
2011,8,M,71,200,728
2011,8,M,72,200,2079
2011,8,M,73,200,707
2011,8,M,74,200,47
2011,8,M,75,200,7
2011,8,M,76,200,0
2011,8,M,77,200,72
2011,8,M,78,200,9757
2011,8,M,79,200,6902
2011,8,M,80,200,1951
2011,8,M,81,200,272
2011,8,M,82,200,3
2011,8,M,83,200,21
2011,8,M,84,200,77
2011,8,M,85,200,543
2011,9,F,65,200,4
2011,9,F,66,200,401
2011,9,F,67,200,226
2011,9,F,68,200,5
2011,9,F,69,200,0
2011,9,F,70,200,1358
2011,9,F,71,200,500
2011,9,F,72,200,1
2011,9,F,73,200,48
2011,9,F,74,200,77
2011,9,F,75,200,27
2011,9,F,76,200,7144
2011,9,F,77,200,21519
2011,9,F,78,200,755
2011,9,F,79,200,2168
2011,9,F,80,200,387
2011,9,F,81,200,543
2011,9,F,82,200,5078
2011,9,F,83,200,34833
2011,9,F,84,200,2156
2011,9,F,85,200,1679
2011,9,M,65,200,4285
2011,9,M,66,200,1489
2011,9,M,67,200,1401
2011,9,M,68,200,1138
2011,9,M,69,200,63
2011,9,M,70,200,196
2011,9,M,71,200,664
2011,9,M,72,200,2060
2011,9,M,73,200,696
2011,9,M,74,200,42
2011,9,M,75,200,7
2011,9,M,76,200,0
2011,9,M,77,200,69
2011,9,M,78,200,9842
2011,9,M,79,200,6736
2011,9,M,80,200,1826
2011,9,M,81,200,272
2011,9,M,82,200,7
2011,9,M,83,200,20
2011,9,M,84,200,96
2011,9,M,85,200,481
2011,10,F,65,200,4
2011,10,F,66,200,426
2011,10,F,67,200,260
2011,10,F,68,200,2
2011,10,F,69,200,0
2011,10,F,70,200,1384
2011,10,F,71,200,499
2011,10,F,72,200,0
2011,10,F,73,200,45
2011,10,F,74,200,112
2011,10,F,75,200,27
2011,10,F,76,200,7526
2011,10,F,77,200,22276
2011,10,F,78,200,773
2011,10,F,79,200,2064
2011,10,F,80,200,394
2011,10,F,81,200,654
2011,10,F,82,200,5640
2011,10,F,83,200,37916
2011,10,F,84,200,2420
2011,10,F,85,200,1751
2011,10,M,65,200,4668
2011,10,M,66,200,1781
2011,10,M,67,200,1527
2011,10,M,68,200,1311
2011,10,M,69,200,60
2011,10,M,70,200,189
2011,10,M,71,200,719
2011,10,M,72,200,2187
2011,10,M,73,200,717
2011,10,M,74,200,30
2011,10,M,75,200,1
2011,10,M,76,200,0
2011,10,M,77,200,79
2011,10,M,78,200,10504
2011,10,M,79,200,7379
2011,10,M,80,200,1957
2011,10,M,81,200,265
2011,10,M,82,200,5
2011,10,M,83,200,18
2011,10,M,84,200,88
2011,10,M,85,200,545
2011,11,F,65,200,1
2011,11,F,66,200,450
2011,11,F,67,200,307
2011,11,F,68,200,2
2011,11,F,69,200,0
2011,11,F,70,200,1420
2011,11,F,71,200,500
2011,11,F,72,200,0
2011,11,F,73,200,46
2011,11,F,74,200,98
2011,11,F,75,200,21
2011,11,F,76,200,7273
2011,11,F,77,200,21586
2011,11,F,78,200,796
2011,11,F,79,200,2247
2011,11,F,80,200,387
2011,11,F,81,200,638
2011,11,F,82,200,5652
2011,11,F,83,200,37730
2011,11,F,84,200,2552
2011,11,F,85,200,1873
2011,11,M,65,200,4766
2011,11,M,66,200,1691
2011,11,M,67,200,1567
2011,11,M,68,200,1358
2011,11,M,69,200,63
2011,11,M,70,200,188
2011,11,M,71,200,743
2011,11,M,72,200,2276
2011,11,M,73,200,722
2011,11,M,74,200,49
2011,11,M,75,200,3
2011,11,M,76,200,0
2011,11,M,77,200,68
2011,11,M,78,200,10773
2011,11,M,79,200,7308
2011,11,M,80,200,1953
2011,11,M,81,200,240
2011,11,M,82,200,13
2011,11,M,83,200,14
2011,11,M,84,200,96
2011,11,M,85,200,575
2011,12,F,65,200,1
2011,12,F,66,200,473
2011,12,F,67,200,301
2011,12,F,68,200,7
2011,12,F,69,200,0
2011,12,F,70,200,1678
2011,12,F,71,200,582
2011,12,F,72,200,1
2011,12,F,73,200,54
2011,12,F,74,200,114
2011,12,F,75,200,15
2011,12,F,76,200,7534
2011,12,F,77,200,22289
2011,12,F,78,200,765
2011,12,F,79,200,2464
2011,12,F,80,200,436
2011,12,F,81,200,653
2011,12,F,82,200,5754
2011,12,F,83,200,40567
2011,12,F,84,200,2758
2011,12,F,85,200,2109
2011,12,M,65,200,5291
2011,12,M,66,200,1823
2011,12,M,67,200,1719
2011,12,M,68,200,1438
2011,12,M,69,200,62
2011,12,M,70,200,213
2011,12,M,71,200,819
2011,12,M,72,200,2393
2011,12,M,73,200,741
2011,12,M,74,200,58
2011,12,M,75,200,3
2011,12,M,76,200,1
2011,12,M,77,200,66
2011,12,M,78,200,11410
2011,12,M,79,200,7707
2011,12,M,80,200,2046
2011,12,M,81,200,248
2011,12,M,82,200,9
2011,12,M,83,200,27
2011,12,M,84,200,95
2011,12,M,85,200,571
2012,1,F,65,200,3
2012,1,F,66,200,540
2012,1,F,67,200,307
2012,1,F,68,200,4
2012,1,F,69,200,1
2012,1,F,70,200,1674
2012,1,F,71,200,576
2012,1,F,72,200,0
2012,1,F,73,200,58
2012,1,F,74,200,103
2012,1,F,75,200,23
2012,1,F,76,200,7676
2012,1,F,77,200,22617
2012,1,F,78,200,797
2012,1,F,79,200,2445
2012,1,F,80,200,471
2012,1,F,81,200,698
2012,1,F,82,200,6118
2012,1,F,83,200,42188
2012,1,F,84,200,2947
2012,1,F,85,200,2439
2012,1,M,65,200,5893
2012,1,M,66,200,2055
2012,1,M,67,200,1761
2012,1,M,68,200,1421
2012,1,M,69,200,70
2012,1,M,70,200,220
2012,1,M,71,200,842
2012,1,M,72,200,2478
2012,1,M,73,200,824
2012,1,M,74,200,52
2012,1,M,75,200,3
2012,1,M,76,200,2
2012,1,M,77,200,89
2012,1,M,78,200,11664
